"time","sarja","values"
2012-08-27,"euribor12kk",0.832
2012-08-27,"euribor1kk",0.122
2012-08-27,"euribor1vko",0.092
2012-08-27,"euribor3kk",0.293
2012-08-27,"euribor6kk",0.558
2012-08-28,"euribor12kk",0.825
2012-08-28,"euribor1kk",0.122
2012-08-28,"euribor1vko",0.092
2012-08-28,"euribor3kk",0.29
2012-08-28,"euribor6kk",0.553
2012-08-29,"euribor12kk",0.819
2012-08-29,"euribor1kk",0.122
2012-08-29,"euribor1vko",0.092
2012-08-29,"euribor3kk",0.288
2012-08-29,"euribor6kk",0.549
2012-08-30,"euribor12kk",0.812
2012-08-30,"euribor1kk",0.121
2012-08-30,"euribor1vko",0.091
2012-08-30,"euribor3kk",0.283
2012-08-30,"euribor6kk",0.544
2012-08-31,"euribor12kk",0.805
2012-08-31,"euribor1kk",0.121
2012-08-31,"euribor1vko",0.09
2012-08-31,"euribor3kk",0.278
2012-08-31,"euribor6kk",0.537
2012-09-03,"euribor12kk",0.798
2012-09-03,"euribor1kk",0.122
2012-09-03,"euribor1vko",0.091
2012-09-03,"euribor3kk",0.276
2012-09-03,"euribor6kk",0.533
2012-09-04,"euribor12kk",0.791
2012-09-04,"euribor1kk",0.122
2012-09-04,"euribor1vko",0.09
2012-09-04,"euribor3kk",0.273
2012-09-04,"euribor6kk",0.528
2012-09-05,"euribor12kk",0.782
2012-09-05,"euribor1kk",0.121
2012-09-05,"euribor1vko",0.089
2012-09-05,"euribor3kk",0.269
2012-09-05,"euribor6kk",0.521
2012-09-06,"euribor12kk",0.776
2012-09-06,"euribor1kk",0.121
2012-09-06,"euribor1vko",0.088
2012-09-06,"euribor3kk",0.266
2012-09-06,"euribor6kk",0.518
2012-09-07,"euribor12kk",0.773
2012-09-07,"euribor1kk",0.121
2012-09-07,"euribor1vko",0.088
2012-09-07,"euribor3kk",0.265
2012-09-07,"euribor6kk",0.515
2012-09-10,"euribor12kk",0.766
2012-09-10,"euribor1kk",0.12
2012-09-10,"euribor1vko",0.088
2012-09-10,"euribor3kk",0.261
2012-09-10,"euribor6kk",0.509
2012-09-11,"euribor12kk",0.759
2012-09-11,"euribor1kk",0.12
2012-09-11,"euribor1vko",0.089
2012-09-11,"euribor3kk",0.258
2012-09-11,"euribor6kk",0.501
2012-09-12,"euribor12kk",0.753
2012-09-12,"euribor1kk",0.12
2012-09-12,"euribor1vko",0.088
2012-09-12,"euribor3kk",0.255
2012-09-12,"euribor6kk",0.496
2012-09-13,"euribor12kk",0.75
2012-09-13,"euribor1kk",0.12
2012-09-13,"euribor1vko",0.087
2012-09-13,"euribor3kk",0.252
2012-09-13,"euribor6kk",0.493
2012-09-14,"euribor12kk",0.746
2012-09-14,"euribor1kk",0.12
2012-09-14,"euribor1vko",0.086
2012-09-14,"euribor3kk",0.25
2012-09-14,"euribor6kk",0.487
2012-09-17,"euribor12kk",0.742
2012-09-17,"euribor1kk",0.12
2012-09-17,"euribor1vko",0.086
2012-09-17,"euribor3kk",0.248
2012-09-17,"euribor6kk",0.482
2012-09-18,"euribor12kk",0.735
2012-09-18,"euribor1kk",0.119
2012-09-18,"euribor1vko",0.085
2012-09-18,"euribor3kk",0.244
2012-09-18,"euribor6kk",0.476
2012-09-19,"euribor12kk",0.728
2012-09-19,"euribor1kk",0.118
2012-09-19,"euribor1vko",0.085
2012-09-19,"euribor3kk",0.238
2012-09-19,"euribor6kk",0.472
2012-09-20,"euribor12kk",0.719
2012-09-20,"euribor1kk",0.116
2012-09-20,"euribor1vko",0.084
2012-09-20,"euribor3kk",0.233
2012-09-20,"euribor6kk",0.465
2012-09-21,"euribor12kk",0.711
2012-09-21,"euribor1kk",0.115
2012-09-21,"euribor1vko",0.084
2012-09-21,"euribor3kk",0.228
2012-09-21,"euribor6kk",0.457
2012-09-24,"euribor12kk",0.703
2012-09-24,"euribor1kk",0.116
2012-09-24,"euribor1vko",0.085
2012-09-24,"euribor3kk",0.225
2012-09-24,"euribor6kk",0.452
2012-09-25,"euribor12kk",0.697
2012-09-25,"euribor1kk",0.117
2012-09-25,"euribor1vko",0.085
2012-09-25,"euribor3kk",0.222
2012-09-25,"euribor6kk",0.448
2012-09-26,"euribor12kk",0.694
2012-09-26,"euribor1kk",0.117
2012-09-26,"euribor1vko",0.085
2012-09-26,"euribor3kk",0.222
2012-09-26,"euribor6kk",0.446
2012-09-27,"euribor12kk",0.69
2012-09-27,"euribor1kk",0.115
2012-09-27,"euribor1vko",0.082
2012-09-27,"euribor3kk",0.221
2012-09-27,"euribor6kk",0.442
2012-09-28,"euribor12kk",0.684
2012-09-28,"euribor1kk",0.115
2012-09-28,"euribor1vko",0.083
2012-09-28,"euribor3kk",0.22
2012-09-28,"euribor6kk",0.437
2012-10-01,"euribor12kk",0.685
2012-10-01,"euribor1kk",0.116
2012-10-01,"euribor1vko",0.084
2012-10-01,"euribor3kk",0.223
2012-10-01,"euribor6kk",0.438
2012-10-02,"euribor12kk",0.681
2012-10-02,"euribor1kk",0.115
2012-10-02,"euribor1vko",0.083
2012-10-02,"euribor3kk",0.22
2012-10-02,"euribor6kk",0.435
2012-10-03,"euribor12kk",0.677
2012-10-03,"euribor1kk",0.114
2012-10-03,"euribor1vko",0.082
2012-10-03,"euribor3kk",0.218
2012-10-03,"euribor6kk",0.432
2012-10-04,"euribor12kk",0.675
2012-10-04,"euribor1kk",0.112
2012-10-04,"euribor1vko",0.081
2012-10-04,"euribor3kk",0.216
2012-10-04,"euribor6kk",0.429
2012-10-05,"euribor12kk",0.67
2012-10-05,"euribor1kk",0.112
2012-10-05,"euribor1vko",0.081
2012-10-05,"euribor3kk",0.215
2012-10-05,"euribor6kk",0.425
2012-10-08,"euribor12kk",0.666
2012-10-08,"euribor1kk",0.112
2012-10-08,"euribor1vko",0.081
2012-10-08,"euribor3kk",0.214
2012-10-08,"euribor6kk",0.423
2012-10-09,"euribor12kk",0.662
2012-10-09,"euribor1kk",0.111
2012-10-09,"euribor1vko",0.081
2012-10-09,"euribor3kk",0.212
2012-10-09,"euribor6kk",0.421
2012-10-10,"euribor12kk",0.659
2012-10-10,"euribor1kk",0.111
2012-10-10,"euribor1vko",0.081
2012-10-10,"euribor3kk",0.211
2012-10-10,"euribor6kk",0.417
2012-10-11,"euribor12kk",0.655
2012-10-11,"euribor1kk",0.111
2012-10-11,"euribor1vko",0.081
2012-10-11,"euribor3kk",0.21
2012-10-11,"euribor6kk",0.416
2012-10-12,"euribor12kk",0.654
2012-10-12,"euribor1kk",0.111
2012-10-12,"euribor1vko",0.081
2012-10-12,"euribor3kk",0.21
2012-10-12,"euribor6kk",0.415
2012-10-15,"euribor12kk",0.652
2012-10-15,"euribor1kk",0.111
2012-10-15,"euribor1vko",0.08
2012-10-15,"euribor3kk",0.209
2012-10-15,"euribor6kk",0.414
2012-10-16,"euribor12kk",0.651
2012-10-16,"euribor1kk",0.111
2012-10-16,"euribor1vko",0.079
2012-10-16,"euribor3kk",0.208
2012-10-16,"euribor6kk",0.413
2012-10-17,"euribor12kk",0.648
2012-10-17,"euribor1kk",0.111
2012-10-17,"euribor1vko",0.08
2012-10-17,"euribor3kk",0.207
2012-10-17,"euribor6kk",0.409
2012-10-18,"euribor12kk",0.643
2012-10-18,"euribor1kk",0.11
2012-10-18,"euribor1vko",0.079
2012-10-18,"euribor3kk",0.205
2012-10-18,"euribor6kk",0.406
2012-10-19,"euribor12kk",0.641
2012-10-19,"euribor1kk",0.11
2012-10-19,"euribor1vko",0.079
2012-10-19,"euribor3kk",0.204
2012-10-19,"euribor6kk",0.405
2012-10-22,"euribor12kk",0.64
2012-10-22,"euribor1kk",0.11
2012-10-22,"euribor1vko",0.08
2012-10-22,"euribor3kk",0.204
2012-10-22,"euribor6kk",0.405
2012-10-23,"euribor12kk",0.638
2012-10-23,"euribor1kk",0.11
2012-10-23,"euribor1vko",0.08
2012-10-23,"euribor3kk",0.203
2012-10-23,"euribor6kk",0.402
2012-10-24,"euribor12kk",0.634
2012-10-24,"euribor1kk",0.11
2012-10-24,"euribor1vko",0.08
2012-10-24,"euribor3kk",0.202
2012-10-24,"euribor6kk",0.399
2012-10-25,"euribor12kk",0.631
2012-10-25,"euribor1kk",0.11
2012-10-25,"euribor1vko",0.08
2012-10-25,"euribor3kk",0.201
2012-10-25,"euribor6kk",0.398
2012-10-26,"euribor12kk",0.627
2012-10-26,"euribor1kk",0.11
2012-10-26,"euribor1vko",0.08
2012-10-26,"euribor3kk",0.199
2012-10-26,"euribor6kk",0.396
2012-10-29,"euribor12kk",0.624
2012-10-29,"euribor1kk",0.11
2012-10-29,"euribor1vko",0.079
2012-10-29,"euribor3kk",0.196
2012-10-29,"euribor6kk",0.394
2012-10-30,"euribor12kk",0.621
2012-10-30,"euribor1kk",0.11
2012-10-30,"euribor1vko",0.079
2012-10-30,"euribor3kk",0.198
2012-10-30,"euribor6kk",0.391
2012-10-31,"euribor12kk",0.618
2012-10-31,"euribor1kk",0.11
2012-10-31,"euribor1vko",0.079
2012-10-31,"euribor3kk",0.197
2012-10-31,"euribor6kk",0.389
2012-11-01,"euribor12kk",0.615
2012-11-01,"euribor1kk",0.11
2012-11-01,"euribor1vko",0.079
2012-11-01,"euribor3kk",0.197
2012-11-01,"euribor6kk",0.387
2012-11-02,"euribor12kk",0.611
2012-11-02,"euribor1kk",0.11
2012-11-02,"euribor1vko",0.079
2012-11-02,"euribor3kk",0.197
2012-11-02,"euribor6kk",0.385
2012-11-05,"euribor12kk",0.607
2012-11-05,"euribor1kk",0.109
2012-11-05,"euribor1vko",0.078
2012-11-05,"euribor3kk",0.196
2012-11-05,"euribor6kk",0.381
2012-11-06,"euribor12kk",0.602
2012-11-06,"euribor1kk",0.109
2012-11-06,"euribor1vko",0.079
2012-11-06,"euribor3kk",0.196
2012-11-06,"euribor6kk",0.377
2012-11-07,"euribor12kk",0.597
2012-11-07,"euribor1kk",0.109
2012-11-07,"euribor1vko",0.079
2012-11-07,"euribor3kk",0.196
2012-11-07,"euribor6kk",0.375
2012-11-08,"euribor12kk",0.592
2012-11-08,"euribor1kk",0.109
2012-11-08,"euribor1vko",0.079
2012-11-08,"euribor3kk",0.194
2012-11-08,"euribor6kk",0.37
2012-11-09,"euribor12kk",0.589
2012-11-09,"euribor1kk",0.109
2012-11-09,"euribor1vko",0.079
2012-11-09,"euribor3kk",0.193
2012-11-09,"euribor6kk",0.366
2012-11-12,"euribor12kk",0.587
2012-11-12,"euribor1kk",0.108
2012-11-12,"euribor1vko",0.078
2012-11-12,"euribor3kk",0.192
2012-11-12,"euribor6kk",0.363
2012-11-13,"euribor12kk",0.586
2012-11-13,"euribor1kk",0.108
2012-11-13,"euribor1vko",0.078
2012-11-13,"euribor3kk",0.192
2012-11-13,"euribor6kk",0.361
2012-11-14,"euribor12kk",0.585
2012-11-14,"euribor1kk",0.108
2012-11-14,"euribor1vko",0.078
2012-11-14,"euribor3kk",0.191
2012-11-14,"euribor6kk",0.358
2012-11-15,"euribor12kk",0.584
2012-11-15,"euribor1kk",0.108
2012-11-15,"euribor1vko",0.078
2012-11-15,"euribor3kk",0.191
2012-11-15,"euribor6kk",0.357
2012-11-16,"euribor12kk",0.583
2012-11-16,"euribor1kk",0.108
2012-11-16,"euribor1vko",0.078
2012-11-16,"euribor3kk",0.191
2012-11-16,"euribor6kk",0.356
2012-11-19,"euribor12kk",0.582
2012-11-19,"euribor1kk",0.108
2012-11-19,"euribor1vko",0.077
2012-11-19,"euribor3kk",0.191
2012-11-19,"euribor6kk",0.354
2012-11-20,"euribor12kk",0.582
2012-11-20,"euribor1kk",0.107
2012-11-20,"euribor1vko",0.078
2012-11-20,"euribor3kk",0.19
2012-11-20,"euribor6kk",0.352
2012-11-21,"euribor12kk",0.582
2012-11-21,"euribor1kk",0.107
2012-11-21,"euribor1vko",0.077
2012-11-21,"euribor3kk",0.19
2012-11-21,"euribor6kk",0.352
2012-11-22,"euribor12kk",0.581
2012-11-22,"euribor1kk",0.107
2012-11-22,"euribor1vko",0.077
2012-11-22,"euribor3kk",0.19
2012-11-22,"euribor6kk",0.351
2012-11-23,"euribor12kk",0.581
2012-11-23,"euribor1kk",0.107
2012-11-23,"euribor1vko",0.077
2012-11-23,"euribor3kk",0.19
2012-11-23,"euribor6kk",0.351
2012-11-26,"euribor12kk",0.58
2012-11-26,"euribor1kk",0.107
2012-11-26,"euribor1vko",0.077
2012-11-26,"euribor3kk",0.189
2012-11-26,"euribor6kk",0.349
2012-11-27,"euribor12kk",0.58
2012-11-27,"euribor1kk",0.107
2012-11-27,"euribor1vko",0.077
2012-11-27,"euribor3kk",0.189
2012-11-27,"euribor6kk",0.348
2012-11-28,"euribor12kk",0.578
2012-11-28,"euribor1kk",0.107
2012-11-28,"euribor1vko",0.077
2012-11-28,"euribor3kk",0.188
2012-11-28,"euribor6kk",0.347
2012-11-29,"euribor12kk",0.576
2012-11-29,"euribor1kk",0.112
2012-11-29,"euribor1vko",0.078
2012-11-29,"euribor3kk",0.19
2012-11-29,"euribor6kk",0.345
2012-11-30,"euribor12kk",0.574
2012-11-30,"euribor1kk",0.113
2012-11-30,"euribor1vko",0.077
2012-11-30,"euribor3kk",0.191
2012-11-30,"euribor6kk",0.344
2012-12-03,"euribor12kk",0.574
2012-12-03,"euribor1kk",0.113
2012-12-03,"euribor1vko",0.076
2012-12-03,"euribor3kk",0.19
2012-12-03,"euribor6kk",0.342
2012-12-04,"euribor12kk",0.574
2012-12-04,"euribor1kk",0.113
2012-12-04,"euribor1vko",0.077
2012-12-04,"euribor3kk",0.191
2012-12-04,"euribor6kk",0.341
2012-12-05,"euribor12kk",0.573
2012-12-05,"euribor1kk",0.113
2012-12-05,"euribor1vko",0.077
2012-12-05,"euribor3kk",0.19
2012-12-05,"euribor6kk",0.34
2012-12-06,"euribor12kk",0.57
2012-12-06,"euribor1kk",0.112
2012-12-06,"euribor1vko",0.076
2012-12-06,"euribor3kk",0.19
2012-12-06,"euribor6kk",0.339
2012-12-07,"euribor12kk",0.558
2012-12-07,"euribor1kk",0.111
2012-12-07,"euribor1vko",0.077
2012-12-07,"euribor3kk",0.187
2012-12-07,"euribor6kk",0.33
2012-12-10,"euribor12kk",0.547
2012-12-10,"euribor1kk",0.11
2012-12-10,"euribor1vko",0.077
2012-12-10,"euribor3kk",0.183
2012-12-10,"euribor6kk",0.322
2012-12-11,"euribor12kk",0.54
2012-12-11,"euribor1kk",0.11
2012-12-11,"euribor1vko",0.077
2012-12-11,"euribor3kk",0.181
2012-12-11,"euribor6kk",0.316
2012-12-12,"euribor12kk",0.54
2012-12-12,"euribor1kk",0.11
2012-12-12,"euribor1vko",0.077
2012-12-12,"euribor3kk",0.183
2012-12-12,"euribor6kk",0.318
2012-12-13,"euribor12kk",0.539
2012-12-13,"euribor1kk",0.11
2012-12-13,"euribor1vko",0.076
2012-12-13,"euribor3kk",0.183
2012-12-13,"euribor6kk",0.317
2012-12-14,"euribor12kk",0.537
2012-12-14,"euribor1kk",0.11
2012-12-14,"euribor1vko",0.077
2012-12-14,"euribor3kk",0.184
2012-12-14,"euribor6kk",0.316
2012-12-17,"euribor12kk",0.539
2012-12-17,"euribor1kk",0.11
2012-12-17,"euribor1vko",0.077
2012-12-17,"euribor3kk",0.184
2012-12-17,"euribor6kk",0.317
2012-12-18,"euribor12kk",0.54
2012-12-18,"euribor1kk",0.11
2012-12-18,"euribor1vko",0.077
2012-12-18,"euribor3kk",0.184
2012-12-18,"euribor6kk",0.318
2012-12-19,"euribor12kk",0.542
2012-12-19,"euribor1kk",0.11
2012-12-19,"euribor1vko",0.078
2012-12-19,"euribor3kk",0.183
2012-12-19,"euribor6kk",0.318
2012-12-20,"euribor12kk",0.543
2012-12-20,"euribor1kk",0.11
2012-12-20,"euribor1vko",0.078
2012-12-20,"euribor3kk",0.183
2012-12-20,"euribor6kk",0.318
2012-12-21,"euribor12kk",0.543
2012-12-21,"euribor1kk",0.11
2012-12-21,"euribor1vko",0.088
2012-12-21,"euribor3kk",0.184
2012-12-21,"euribor6kk",0.318
2012-12-24,"euribor12kk",0.544
2012-12-24,"euribor1kk",0.11
2012-12-24,"euribor1vko",0.09
2012-12-24,"euribor3kk",0.186
2012-12-24,"euribor6kk",0.319
2012-12-25,"euribor12kk",0.544
2012-12-25,"euribor1kk",0.11
2012-12-25,"euribor1vko",0.09
2012-12-25,"euribor3kk",0.186
2012-12-25,"euribor6kk",0.319
2012-12-26,"euribor12kk",0.544
2012-12-26,"euribor1kk",0.11
2012-12-26,"euribor1vko",0.09
2012-12-26,"euribor3kk",0.186
2012-12-26,"euribor6kk",0.319
2012-12-27,"euribor12kk",0.543
2012-12-27,"euribor1kk",0.111
2012-12-27,"euribor1vko",0.089
2012-12-27,"euribor3kk",0.185
2012-12-27,"euribor6kk",0.319
2012-12-28,"euribor12kk",0.543
2012-12-28,"euribor1kk",0.109
2012-12-28,"euribor1vko",0.082
2012-12-28,"euribor3kk",0.186
2012-12-28,"euribor6kk",0.32
2012-12-31,"euribor12kk",0.542
2012-12-31,"euribor1kk",0.109
2012-12-31,"euribor1vko",0.081
2012-12-31,"euribor3kk",0.187
2012-12-31,"euribor6kk",0.32
2013-01-01,"euribor12kk",0.542
2013-01-01,"euribor1kk",0.109
2013-01-01,"euribor1vko",0.081
2013-01-01,"euribor3kk",0.187
2013-01-01,"euribor6kk",0.32
2013-01-02,"euribor12kk",0.543
2013-01-02,"euribor1kk",0.109
2013-01-02,"euribor1vko",0.08
2013-01-02,"euribor3kk",0.188
2013-01-02,"euribor6kk",0.319
2013-01-03,"euribor12kk",0.544
2013-01-03,"euribor1kk",0.109
2013-01-03,"euribor1vko",0.079
2013-01-03,"euribor3kk",0.189
2013-01-03,"euribor6kk",0.32
2013-01-04,"euribor12kk",0.549
2013-01-04,"euribor1kk",0.11
2013-01-04,"euribor1vko",0.08
2013-01-04,"euribor3kk",0.191
2013-01-04,"euribor6kk",0.324
2013-01-07,"euribor12kk",0.55
2013-01-07,"euribor1kk",0.11
2013-01-07,"euribor1vko",0.08
2013-01-07,"euribor3kk",0.192
2013-01-07,"euribor6kk",0.325
2013-01-08,"euribor12kk",0.551
2013-01-08,"euribor1kk",0.11
2013-01-08,"euribor1vko",0.08
2013-01-08,"euribor3kk",0.192
2013-01-08,"euribor6kk",0.326
2013-01-09,"euribor12kk",0.551
2013-01-09,"euribor1kk",0.11
2013-01-09,"euribor1vko",0.08
2013-01-09,"euribor3kk",0.192
2013-01-09,"euribor6kk",0.326
2013-01-10,"euribor12kk",0.55
2013-01-10,"euribor1kk",0.11
2013-01-10,"euribor1vko",0.08
2013-01-10,"euribor3kk",0.19
2013-01-10,"euribor6kk",0.325
2013-01-11,"euribor12kk",0.559
2013-01-11,"euribor1kk",0.111
2013-01-11,"euribor1vko",0.08
2013-01-11,"euribor3kk",0.195
2013-01-11,"euribor6kk",0.331
2013-01-14,"euribor12kk",0.566
2013-01-14,"euribor1kk",0.112
2013-01-14,"euribor1vko",0.08
2013-01-14,"euribor3kk",0.199
2013-01-14,"euribor6kk",0.337
2013-01-15,"euribor12kk",0.57
2013-01-15,"euribor1kk",0.112
2013-01-15,"euribor1vko",0.081
2013-01-15,"euribor3kk",0.202
2013-01-15,"euribor6kk",0.341
2013-01-16,"euribor12kk",0.57
2013-01-16,"euribor1kk",0.111
2013-01-16,"euribor1vko",0.08
2013-01-16,"euribor3kk",0.201
2013-01-16,"euribor6kk",0.34
2013-01-17,"euribor12kk",0.574
2013-01-17,"euribor1kk",0.112
2013-01-17,"euribor1vko",0.08
2013-01-17,"euribor3kk",0.204
2013-01-17,"euribor6kk",0.344
2013-01-18,"euribor12kk",0.587
2013-01-18,"euribor1kk",0.112
2013-01-18,"euribor1vko",0.08
2013-01-18,"euribor3kk",0.209
2013-01-18,"euribor6kk",0.351
2013-01-21,"euribor12kk",0.587
2013-01-21,"euribor1kk",0.112
2013-01-21,"euribor1vko",0.08
2013-01-21,"euribor3kk",0.209
2013-01-21,"euribor6kk",0.353
2013-01-22,"euribor12kk",0.586
2013-01-22,"euribor1kk",0.112
2013-01-22,"euribor1vko",0.08
2013-01-22,"euribor3kk",0.209
2013-01-22,"euribor6kk",0.353
2013-01-23,"euribor12kk",0.586
2013-01-23,"euribor1kk",0.112
2013-01-23,"euribor1vko",0.081
2013-01-23,"euribor3kk",0.209
2013-01-23,"euribor6kk",0.353
2013-01-24,"euribor12kk",0.585
2013-01-24,"euribor1kk",0.113
2013-01-24,"euribor1vko",0.081
2013-01-24,"euribor3kk",0.211
2013-01-24,"euribor6kk",0.353
2013-01-25,"euribor12kk",0.59
2013-01-25,"euribor1kk",0.113
2013-01-25,"euribor1vko",0.081
2013-01-25,"euribor3kk",0.214
2013-01-25,"euribor6kk",0.356
2013-01-28,"euribor12kk",0.609
2013-01-28,"euribor1kk",0.117
2013-01-28,"euribor1vko",0.082
2013-01-28,"euribor3kk",0.224
2013-01-28,"euribor6kk",0.37
2013-01-29,"euribor12kk",0.611
2013-01-29,"euribor1kk",0.118
2013-01-29,"euribor1vko",0.083
2013-01-29,"euribor3kk",0.226
2013-01-29,"euribor6kk",0.373
2013-01-30,"euribor12kk",0.619
2013-01-30,"euribor1kk",0.12
2013-01-30,"euribor1vko",0.083
2013-01-30,"euribor3kk",0.23
2013-01-30,"euribor6kk",0.376
2013-01-31,"euribor12kk",0.62
2013-01-31,"euribor1kk",0.121
2013-01-31,"euribor1vko",0.083
2013-01-31,"euribor3kk",0.232
2013-01-31,"euribor6kk",0.378
2013-02-01,"euribor12kk",0.622
2013-02-01,"euribor1kk",0.122
2013-02-01,"euribor1vko",0.084
2013-02-01,"euribor3kk",0.234
2013-02-01,"euribor6kk",0.38
2013-02-04,"euribor12kk",0.621
2013-02-04,"euribor1kk",0.123
2013-02-04,"euribor1vko",0.084
2013-02-04,"euribor3kk",0.233
2013-02-04,"euribor6kk",0.38
2013-02-05,"euribor12kk",0.618
2013-02-05,"euribor1kk",0.123
2013-02-05,"euribor1vko",0.084
2013-02-05,"euribor3kk",0.233
2013-02-05,"euribor6kk",0.38
2013-02-06,"euribor12kk",0.616
2013-02-06,"euribor1kk",0.123
2013-02-06,"euribor1vko",0.084
2013-02-06,"euribor3kk",0.233
2013-02-06,"euribor6kk",0.379
2013-02-07,"euribor12kk",0.617
2013-02-07,"euribor1kk",0.122
2013-02-07,"euribor1vko",0.083
2013-02-07,"euribor3kk",0.232
2013-02-07,"euribor6kk",0.378
2013-02-08,"euribor12kk",0.609
2013-02-08,"euribor1kk",0.12
2013-02-08,"euribor1vko",0.082
2013-02-08,"euribor3kk",0.227
2013-02-08,"euribor6kk",0.372
2013-02-11,"euribor12kk",0.606
2013-02-11,"euribor1kk",0.121
2013-02-11,"euribor1vko",0.082
2013-02-11,"euribor3kk",0.227
2013-02-11,"euribor6kk",0.371
2013-02-12,"euribor12kk",0.604
2013-02-12,"euribor1kk",0.121
2013-02-12,"euribor1vko",0.082
2013-02-12,"euribor3kk",0.226
2013-02-12,"euribor6kk",0.369
2013-02-13,"euribor12kk",0.602
2013-02-13,"euribor1kk",0.121
2013-02-13,"euribor1vko",0.081
2013-02-13,"euribor3kk",0.226
2013-02-13,"euribor6kk",0.369
2013-02-14,"euribor12kk",0.598
2013-02-14,"euribor1kk",0.121
2013-02-14,"euribor1vko",0.081
2013-02-14,"euribor3kk",0.226
2013-02-14,"euribor6kk",0.367
2013-02-15,"euribor12kk",0.593
2013-02-15,"euribor1kk",0.12
2013-02-15,"euribor1vko",0.081
2013-02-15,"euribor3kk",0.225
2013-02-15,"euribor6kk",0.363
2013-02-18,"euribor12kk",0.589
2013-02-18,"euribor1kk",0.12
2013-02-18,"euribor1vko",0.08
2013-02-18,"euribor3kk",0.223
2013-02-18,"euribor6kk",0.359
2013-02-19,"euribor12kk",0.586
2013-02-19,"euribor1kk",0.12
2013-02-19,"euribor1vko",0.08
2013-02-19,"euribor3kk",0.221
2013-02-19,"euribor6kk",0.357
2013-02-20,"euribor12kk",0.585
2013-02-20,"euribor1kk",0.12
2013-02-20,"euribor1vko",0.081
2013-02-20,"euribor3kk",0.221
2013-02-20,"euribor6kk",0.356
2013-02-21,"euribor12kk",0.583
2013-02-21,"euribor1kk",0.119
2013-02-21,"euribor1vko",0.08
2013-02-21,"euribor3kk",0.22
2013-02-21,"euribor6kk",0.354
2013-02-22,"euribor12kk",0.581
2013-02-22,"euribor1kk",0.119
2013-02-22,"euribor1vko",0.081
2013-02-22,"euribor3kk",0.218
2013-02-22,"euribor6kk",0.352
2013-02-25,"euribor12kk",0.571
2013-02-25,"euribor1kk",0.117
2013-02-25,"euribor1vko",0.081
2013-02-25,"euribor3kk",0.213
2013-02-25,"euribor6kk",0.343
2013-02-26,"euribor12kk",0.565
2013-02-26,"euribor1kk",0.117
2013-02-26,"euribor1vko",0.08
2013-02-26,"euribor3kk",0.21
2013-02-26,"euribor6kk",0.338
2013-02-27,"euribor12kk",0.56
2013-02-27,"euribor1kk",0.118
2013-02-27,"euribor1vko",0.08
2013-02-27,"euribor3kk",0.21
2013-02-27,"euribor6kk",0.336
2013-02-28,"euribor12kk",0.557
2013-02-28,"euribor1kk",0.118
2013-02-28,"euribor1vko",0.08
2013-02-28,"euribor3kk",0.209
2013-02-28,"euribor6kk",0.334
2013-03-01,"euribor12kk",0.549
2013-03-01,"euribor1kk",0.117
2013-03-01,"euribor1vko",0.08
2013-03-01,"euribor3kk",0.206
2013-03-01,"euribor6kk",0.328
2013-03-04,"euribor12kk",0.544
2013-03-04,"euribor1kk",0.117
2013-03-04,"euribor1vko",0.08
2013-03-04,"euribor3kk",0.202
2013-03-04,"euribor6kk",0.324
2013-03-05,"euribor12kk",0.543
2013-03-05,"euribor1kk",0.117
2013-03-05,"euribor1vko",0.08
2013-03-05,"euribor3kk",0.2
2013-03-05,"euribor6kk",0.322
2013-03-06,"euribor12kk",0.54
2013-03-06,"euribor1kk",0.118
2013-03-06,"euribor1vko",0.08
2013-03-06,"euribor3kk",0.2
2013-03-06,"euribor6kk",0.321
2013-03-07,"euribor12kk",0.538
2013-03-07,"euribor1kk",0.118
2013-03-07,"euribor1vko",0.079
2013-03-07,"euribor3kk",0.2
2013-03-07,"euribor6kk",0.321
2013-03-08,"euribor12kk",0.541
2013-03-08,"euribor1kk",0.118
2013-03-08,"euribor1vko",0.079
2013-03-08,"euribor3kk",0.201
2013-03-08,"euribor6kk",0.324
2013-03-11,"euribor12kk",0.542
2013-03-11,"euribor1kk",0.117
2013-03-11,"euribor1vko",0.079
2013-03-11,"euribor3kk",0.201
2013-03-11,"euribor6kk",0.326
2013-03-12,"euribor12kk",0.543
2013-03-12,"euribor1kk",0.118
2013-03-12,"euribor1vko",0.079
2013-03-12,"euribor3kk",0.201
2013-03-12,"euribor6kk",0.326
2013-03-13,"euribor12kk",0.542
2013-03-13,"euribor1kk",0.118
2013-03-13,"euribor1vko",0.079
2013-03-13,"euribor3kk",0.203
2013-03-13,"euribor6kk",0.325
2013-03-14,"euribor12kk",0.544
2013-03-14,"euribor1kk",0.118
2013-03-14,"euribor1vko",0.078
2013-03-14,"euribor3kk",0.204
2013-03-14,"euribor6kk",0.326
2013-03-15,"euribor12kk",0.543
2013-03-15,"euribor1kk",0.118
2013-03-15,"euribor1vko",0.079
2013-03-15,"euribor3kk",0.204
2013-03-15,"euribor6kk",0.326
2013-03-18,"euribor12kk",0.543
2013-03-18,"euribor1kk",0.119
2013-03-18,"euribor1vko",0.08
2013-03-18,"euribor3kk",0.206
2013-03-18,"euribor6kk",0.326
2013-03-19,"euribor12kk",0.545
2013-03-19,"euribor1kk",0.118
2013-03-19,"euribor1vko",0.08
2013-03-19,"euribor3kk",0.207
2013-03-19,"euribor6kk",0.33
2013-03-20,"euribor12kk",0.551
