"time","sarja","values"
1999-07-26,"euribor6kk",2.941
1999-07-27,"euribor12kk",3.093
1999-07-27,"euribor1kk",2.631
1999-07-27,"euribor1vko",2.604
1999-07-27,"euribor3kk",2.685
1999-07-27,"euribor6kk",2.943
1999-07-28,"euribor12kk",3.095
1999-07-28,"euribor1kk",2.63
1999-07-28,"euribor1vko",2.6
1999-07-28,"euribor3kk",2.685
1999-07-28,"euribor6kk",2.944
1999-07-29,"euribor12kk",3.104
1999-07-29,"euribor1kk",2.631
1999-07-29,"euribor1vko",2.603
1999-07-29,"euribor3kk",2.686
1999-07-29,"euribor6kk",2.954
1999-07-30,"euribor12kk",3.13
1999-07-30,"euribor1kk",2.633
1999-07-30,"euribor1vko",2.603
1999-07-30,"euribor3kk",2.69
1999-07-30,"euribor6kk",2.969
1999-08-02,"euribor12kk",3.188
1999-08-02,"euribor1kk",2.636
1999-08-02,"euribor1vko",2.604
1999-08-02,"euribor3kk",2.697
1999-08-02,"euribor6kk",3.012
1999-08-03,"euribor12kk",3.233
1999-08-03,"euribor1kk",2.637
1999-08-03,"euribor1vko",2.603
1999-08-03,"euribor3kk",2.705
1999-08-03,"euribor6kk",3.037
1999-08-04,"euribor12kk",3.225
1999-08-04,"euribor1kk",2.631
1999-08-04,"euribor1vko",2.592
1999-08-04,"euribor3kk",2.702
1999-08-04,"euribor6kk",3.035
1999-08-05,"euribor12kk",3.229
1999-08-05,"euribor1kk",2.626
1999-08-05,"euribor1vko",2.582
1999-08-05,"euribor3kk",2.701
1999-08-05,"euribor6kk",3.038
1999-08-06,"euribor12kk",3.238
1999-08-06,"euribor1kk",2.624
1999-08-06,"euribor1vko",2.577
1999-08-06,"euribor3kk",2.699
1999-08-06,"euribor6kk",3.041
1999-08-09,"euribor12kk",3.301
1999-08-09,"euribor1kk",2.624
1999-08-09,"euribor1vko",2.577
1999-08-09,"euribor3kk",2.703
1999-08-09,"euribor6kk",3.06
1999-08-10,"euribor12kk",3.314
1999-08-10,"euribor1kk",2.624
1999-08-10,"euribor1vko",2.577
1999-08-10,"euribor3kk",2.704
1999-08-10,"euribor6kk",3.073
1999-08-11,"euribor12kk",3.294
1999-08-11,"euribor1kk",2.622
1999-08-11,"euribor1vko",2.577
1999-08-11,"euribor3kk",2.703
1999-08-11,"euribor6kk",3.071
1999-08-12,"euribor12kk",3.277
1999-08-12,"euribor1kk",2.623
1999-08-12,"euribor1vko",2.581
1999-08-12,"euribor3kk",2.703
1999-08-12,"euribor6kk",3.068
1999-08-13,"euribor12kk",3.28
1999-08-13,"euribor1kk",2.623
1999-08-13,"euribor1vko",2.593
1999-08-13,"euribor3kk",2.704
1999-08-13,"euribor6kk",3.068
1999-08-16,"euribor12kk",3.27
1999-08-16,"euribor1kk",2.622
1999-08-16,"euribor1vko",2.597
1999-08-16,"euribor3kk",2.704
1999-08-16,"euribor6kk",3.067
1999-08-17,"euribor12kk",3.268
1999-08-17,"euribor1kk",2.623
1999-08-17,"euribor1vko",2.591
1999-08-17,"euribor3kk",2.702
1999-08-17,"euribor6kk",3.067
1999-08-18,"euribor12kk",3.205
1999-08-18,"euribor1kk",2.583
1999-08-18,"euribor1vko",2.433
1999-08-18,"euribor3kk",2.678
1999-08-18,"euribor6kk",3.048
1999-08-19,"euribor12kk",3.198
1999-08-19,"euribor1kk",2.583
1999-08-19,"euribor1vko",2.509
1999-08-19,"euribor3kk",2.677
1999-08-19,"euribor6kk",3.043
1999-08-20,"euribor12kk",3.189
1999-08-20,"euribor1kk",2.596
1999-08-20,"euribor1vko",2.572
1999-08-20,"euribor3kk",2.684
1999-08-20,"euribor6kk",3.045
1999-08-23,"euribor12kk",3.18
1999-08-23,"euribor1kk",2.6
1999-08-23,"euribor1vko",2.58
1999-08-23,"euribor3kk",2.684
1999-08-23,"euribor6kk",3.043
1999-08-24,"euribor12kk",3.186
1999-08-24,"euribor1kk",2.602
1999-08-24,"euribor1vko",2.582
1999-08-24,"euribor3kk",2.686
1999-08-24,"euribor6kk",3.048
1999-08-25,"euribor12kk",3.188
1999-08-25,"euribor1kk",2.602
1999-08-25,"euribor1vko",2.582
1999-08-25,"euribor3kk",2.686
1999-08-25,"euribor6kk",3.048
1999-08-26,"euribor12kk",3.186
1999-08-26,"euribor1kk",2.602
1999-08-26,"euribor1vko",2.584
1999-08-26,"euribor3kk",2.686
1999-08-26,"euribor6kk",3.046
1999-08-27,"euribor12kk",3.235
1999-08-27,"euribor1kk",2.604
1999-08-27,"euribor1vko",2.584
1999-08-27,"euribor3kk",2.691
1999-08-27,"euribor6kk",3.062
1999-08-30,"euribor12kk",3.255
1999-08-30,"euribor1kk",2.605
1999-08-30,"euribor1vko",2.583
1999-08-30,"euribor3kk",2.695
1999-08-30,"euribor6kk",3.072
1999-08-31,"euribor12kk",3.281
1999-08-31,"euribor1kk",2.605
1999-08-31,"euribor1vko",2.583
1999-08-31,"euribor3kk",2.697
1999-08-31,"euribor6kk",3.08
1999-09-01,"euribor12kk",3.284
1999-09-01,"euribor1kk",2.605
1999-09-01,"euribor1vko",2.584
1999-09-01,"euribor3kk",2.699
1999-09-01,"euribor6kk",3.089
1999-09-02,"euribor12kk",3.288
1999-09-02,"euribor1kk",2.604
1999-09-02,"euribor1vko",2.583
1999-09-02,"euribor3kk",2.698
1999-09-02,"euribor6kk",3.097
1999-09-03,"euribor12kk",3.288
1999-09-03,"euribor1kk",2.602
1999-09-03,"euribor1vko",2.58
1999-09-03,"euribor3kk",2.696
1999-09-03,"euribor6kk",3.099
1999-09-06,"euribor12kk",3.242
1999-09-06,"euribor1kk",2.597
1999-09-06,"euribor1vko",2.574
1999-09-06,"euribor3kk",2.69
1999-09-06,"euribor6kk",3.084
1999-09-07,"euribor12kk",3.247
1999-09-07,"euribor1kk",2.593
1999-09-07,"euribor1vko",2.568
1999-09-07,"euribor3kk",2.688
1999-09-07,"euribor6kk",3.084
1999-09-08,"euribor12kk",3.278
1999-09-08,"euribor1kk",2.589
1999-09-08,"euribor1vko",2.562
1999-09-08,"euribor3kk",2.687
1999-09-08,"euribor6kk",3.096
1999-09-09,"euribor12kk",3.291
1999-09-09,"euribor1kk",2.585
1999-09-09,"euribor1vko",2.554
1999-09-09,"euribor3kk",2.689
1999-09-09,"euribor6kk",3.102
1999-09-10,"euribor12kk",3.308
1999-09-10,"euribor1kk",2.584
1999-09-10,"euribor1vko",2.55
1999-09-10,"euribor3kk",2.692
1999-09-10,"euribor6kk",3.108
1999-09-13,"euribor12kk",3.314
1999-09-13,"euribor1kk",2.584
1999-09-13,"euribor1vko",2.547
1999-09-13,"euribor3kk",2.693
1999-09-13,"euribor6kk",3.114
1999-09-14,"euribor12kk",3.321
1999-09-14,"euribor1kk",2.583
1999-09-14,"euribor1vko",2.545
1999-09-14,"euribor3kk",2.69
1999-09-14,"euribor6kk",3.116
1999-09-15,"euribor12kk",3.327
1999-09-15,"euribor1kk",2.583
1999-09-15,"euribor1vko",2.545
1999-09-15,"euribor3kk",2.69
1999-09-15,"euribor6kk",3.12
1999-09-16,"euribor12kk",3.32
1999-09-16,"euribor1kk",2.582
1999-09-16,"euribor1vko",2.542
1999-09-16,"euribor3kk",2.69
1999-09-16,"euribor6kk",3.118
1999-09-17,"euribor12kk",3.31
1999-09-17,"euribor1kk",2.579
1999-09-17,"euribor1vko",2.537
1999-09-17,"euribor3kk",2.687
1999-09-17,"euribor6kk",3.112
1999-09-20,"euribor12kk",3.295
1999-09-20,"euribor1kk",2.558
1999-09-20,"euribor1vko",2.439
1999-09-20,"euribor3kk",2.681
1999-09-20,"euribor6kk",3.107
1999-09-21,"euribor12kk",3.305
1999-09-21,"euribor1kk",2.568
1999-09-21,"euribor1vko",2.545
1999-09-21,"euribor3kk",2.684
1999-09-21,"euribor6kk",3.113
1999-09-22,"euribor12kk",3.312
1999-09-22,"euribor1kk",2.571
1999-09-22,"euribor1vko",2.551
1999-09-22,"euribor3kk",2.687
1999-09-22,"euribor6kk",3.114
1999-09-23,"euribor12kk",3.319
1999-09-23,"euribor1kk",2.577
1999-09-23,"euribor1vko",2.554
1999-09-23,"euribor3kk",2.698
1999-09-23,"euribor6kk",3.12
1999-09-24,"euribor12kk",3.293
1999-09-24,"euribor1kk",2.576
1999-09-24,"euribor1vko",2.554
1999-09-24,"euribor3kk",2.69
1999-09-24,"euribor6kk",3.104
1999-09-27,"euribor12kk",3.283
1999-09-27,"euribor1kk",2.577
1999-09-27,"euribor1vko",2.554
1999-09-27,"euribor3kk",2.69
1999-09-27,"euribor6kk",3.1
1999-09-28,"euribor12kk",3.312
1999-09-28,"euribor1kk",2.578
1999-09-28,"euribor1vko",2.554
1999-09-28,"euribor3kk",2.698
1999-09-28,"euribor6kk",3.111
1999-09-29,"euribor12kk",3.34
1999-09-29,"euribor1kk",2.579
1999-09-29,"euribor1vko",2.555
1999-09-29,"euribor3kk",3.084
1999-09-29,"euribor6kk",3.122
1999-09-30,"euribor12kk",3.348
1999-09-30,"euribor1kk",2.584
1999-09-30,"euribor1vko",2.563
1999-09-30,"euribor3kk",3.086
1999-09-30,"euribor6kk",3.126
1999-10-01,"euribor12kk",3.401
1999-10-01,"euribor1kk",2.637
1999-10-01,"euribor1vko",2.586
1999-10-01,"euribor3kk",3.126
1999-10-01,"euribor6kk",3.178
1999-10-04,"euribor12kk",3.541
1999-10-04,"euribor1kk",2.775
1999-10-04,"euribor1vko",2.656
1999-10-04,"euribor3kk",3.225
1999-10-04,"euribor6kk",3.301
1999-10-05,"euribor12kk",3.561
1999-10-05,"euribor1kk",2.798
1999-10-05,"euribor1vko",2.679
1999-10-05,"euribor3kk",3.252
1999-10-05,"euribor6kk",3.34
1999-10-06,"euribor12kk",3.605
1999-10-06,"euribor1kk",2.813
1999-10-06,"euribor1vko",2.705
1999-10-06,"euribor3kk",3.292
1999-10-06,"euribor6kk",3.379
1999-10-07,"euribor12kk",3.617
1999-10-07,"euribor1kk",2.827
1999-10-07,"euribor1vko",2.742
1999-10-07,"euribor3kk",3.317
1999-10-07,"euribor6kk",3.397
1999-10-08,"euribor12kk",3.558
1999-10-08,"euribor1kk",2.643
1999-10-08,"euribor1vko",2.566
1999-10-08,"euribor3kk",3.263
1999-10-08,"euribor6kk",3.353
1999-10-11,"euribor12kk",3.581
1999-10-11,"euribor1kk",2.644
1999-10-11,"euribor1vko",2.564
1999-10-11,"euribor3kk",3.277
1999-10-11,"euribor6kk",3.367
1999-10-12,"euribor12kk",3.618
1999-10-12,"euribor1kk",2.662
1999-10-12,"euribor1vko",2.569
1999-10-12,"euribor3kk",3.298
1999-10-12,"euribor6kk",3.393
1999-10-13,"euribor12kk",3.682
1999-10-13,"euribor1kk",2.723
1999-10-13,"euribor1vko",2.607
1999-10-13,"euribor3kk",3.358
1999-10-13,"euribor6kk",3.462
1999-10-14,"euribor12kk",3.714
1999-10-14,"euribor1kk",2.731
1999-10-14,"euribor1vko",2.616
1999-10-14,"euribor3kk",3.379
1999-10-14,"euribor6kk",3.478
1999-10-15,"euribor12kk",3.755
1999-10-15,"euribor1kk",2.782
1999-10-15,"euribor1vko",2.63
1999-10-15,"euribor3kk",3.429
1999-10-15,"euribor6kk",3.526
1999-10-18,"euribor12kk",3.739
1999-10-18,"euribor1kk",2.774
1999-10-18,"euribor1vko",2.612
1999-10-18,"euribor3kk",3.433
1999-10-18,"euribor6kk",3.513
1999-10-19,"euribor12kk",3.738
1999-10-19,"euribor1kk",2.734
1999-10-19,"euribor1vko",2.431
1999-10-19,"euribor3kk",3.429
1999-10-19,"euribor6kk",3.515
1999-10-20,"euribor12kk",3.772
1999-10-20,"euribor1kk",2.775
1999-10-20,"euribor1vko",2.519
1999-10-20,"euribor3kk",3.45
1999-10-20,"euribor6kk",3.539
1999-10-21,"euribor12kk",3.793
1999-10-21,"euribor1kk",2.8
1999-10-21,"euribor1vko",2.663
1999-10-21,"euribor3kk",3.474
1999-10-21,"euribor6kk",3.555
1999-10-22,"euribor12kk",3.77
1999-10-22,"euribor1kk",2.753
1999-10-22,"euribor1vko",2.616
1999-10-22,"euribor3kk",3.457
1999-10-22,"euribor6kk",3.543
1999-10-25,"euribor12kk",3.757
1999-10-25,"euribor1kk",2.754
1999-10-25,"euribor1vko",2.618
1999-10-25,"euribor3kk",3.451
1999-10-25,"euribor6kk",3.537
1999-10-26,"euribor12kk",3.802
1999-10-26,"euribor1kk",2.822
1999-10-26,"euribor1vko",2.718
1999-10-26,"euribor3kk",3.485
1999-10-26,"euribor6kk",3.56
1999-10-27,"euribor12kk",3.817
1999-10-27,"euribor1kk",2.854
1999-10-27,"euribor1vko",2.721
1999-10-27,"euribor3kk",3.501
1999-10-27,"euribor6kk",3.569
1999-10-28,"euribor12kk",3.787
1999-10-28,"euribor1kk",2.857
1999-10-28,"euribor1vko",2.69
1999-10-28,"euribor3kk",3.502
1999-10-28,"euribor6kk",3.555
1999-10-29,"euribor12kk",3.749
1999-10-29,"euribor1kk",2.862
1999-10-29,"euribor1vko",2.736
1999-10-29,"euribor3kk",3.491
1999-10-29,"euribor6kk",3.539
1999-11-01,"euribor12kk",3.756
1999-11-01,"euribor1kk",2.892
1999-11-01,"euribor1vko",2.795
1999-11-01,"euribor3kk",3.501
1999-11-01,"euribor6kk",3.546
1999-11-02,"euribor12kk",3.773
1999-11-02,"euribor1kk",3.015
1999-11-02,"euribor1vko",2.94
1999-11-02,"euribor3kk",3.528
1999-11-02,"euribor6kk",3.567
1999-11-03,"euribor12kk",3.765
1999-11-03,"euribor1kk",3.023
1999-11-03,"euribor1vko",3.002
1999-11-03,"euribor3kk",3.531
1999-11-03,"euribor6kk",3.567
1999-11-04,"euribor12kk",3.746
1999-11-04,"euribor1kk",2.975
1999-11-04,"euribor1vko",2.933
1999-11-04,"euribor3kk",3.517
1999-11-04,"euribor6kk",3.556
1999-11-05,"euribor12kk",3.713
1999-11-05,"euribor1kk",3.034
1999-11-05,"euribor1vko",3.017
1999-11-05,"euribor3kk",3.505
1999-11-05,"euribor6kk",3.538
1999-11-08,"euribor12kk",3.659
1999-11-08,"euribor1kk",3.018
1999-11-08,"euribor1vko",2.989
1999-11-08,"euribor3kk",3.492
1999-11-08,"euribor6kk",3.516
1999-11-09,"euribor12kk",3.585
1999-11-09,"euribor1kk",2.995
1999-11-09,"euribor1vko",2.952
1999-11-09,"euribor3kk",3.461
1999-11-09,"euribor6kk",3.471
1999-11-10,"euribor12kk",3.601
1999-11-10,"euribor1kk",2.992
1999-11-10,"euribor1vko",2.948
1999-11-10,"euribor3kk",3.461
1999-11-10,"euribor6kk",3.467
1999-11-11,"euribor12kk",3.619
1999-11-11,"euribor1kk",2.991
1999-11-11,"euribor1vko",2.951
1999-11-11,"euribor3kk",3.462
1999-11-11,"euribor6kk",3.466
1999-11-12,"euribor12kk",3.606
1999-11-12,"euribor1kk",3.003
1999-11-12,"euribor1vko",2.981
1999-11-12,"euribor3kk",3.452
1999-11-12,"euribor6kk",3.456
1999-11-15,"euribor12kk",3.596
1999-11-15,"euribor1kk",3.017
1999-11-15,"euribor1vko",3.005
1999-11-15,"euribor3kk",3.449
1999-11-15,"euribor6kk",3.453
1999-11-16,"euribor12kk",3.6
1999-11-16,"euribor1kk",3.027
1999-11-16,"euribor1vko",3.015
1999-11-16,"euribor3kk",3.449
1999-11-16,"euribor6kk",3.452
1999-11-17,"euribor12kk",3.607
1999-11-17,"euribor1kk",3.03
1999-11-17,"euribor1vko",3.006
1999-11-17,"euribor3kk",3.449
1999-11-17,"euribor6kk",3.453
1999-11-18,"euribor12kk",3.646
1999-11-18,"euribor1kk",3.022
1999-11-18,"euribor1vko",2.897
1999-11-18,"euribor3kk",3.45
1999-11-18,"euribor6kk",3.454
1999-11-19,"euribor12kk",3.661
1999-11-19,"euribor1kk",3.026
1999-11-19,"euribor1vko",2.972
1999-11-19,"euribor3kk",3.45
1999-11-19,"euribor6kk",3.454
1999-11-22,"euribor12kk",3.703
1999-11-22,"euribor1kk",3.045
1999-11-22,"euribor1vko",3.034
1999-11-22,"euribor3kk",3.453
1999-11-22,"euribor6kk",3.46
1999-11-23,"euribor12kk",3.729
1999-11-23,"euribor1kk",3.056
1999-11-23,"euribor1vko",3.05
1999-11-23,"euribor3kk",3.451
1999-11-23,"euribor6kk",3.461
1999-11-24,"euribor12kk",3.723
1999-11-24,"euribor1kk",3.055
1999-11-24,"euribor1vko",3.053
1999-11-24,"euribor3kk",3.446
1999-11-24,"euribor6kk",3.457
1999-11-25,"euribor12kk",3.728
1999-11-25,"euribor1kk",3.058
1999-11-25,"euribor1vko",3.053
1999-11-25,"euribor3kk",3.444
1999-11-25,"euribor6kk",3.455
1999-11-26,"euribor12kk",3.779
1999-11-26,"euribor1kk",3.062
1999-11-26,"euribor1vko",3.056
1999-11-26,"euribor3kk",3.445
1999-11-26,"euribor6kk",3.465
1999-11-29,"euribor12kk",3.78
1999-11-29,"euribor1kk",3.494
1999-11-29,"euribor1vko",3.056
1999-11-29,"euribor3kk",3.445
1999-11-29,"euribor6kk",3.469
1999-11-30,"euribor12kk",3.788
1999-11-30,"euribor1kk",3.506
1999-11-30,"euribor1vko",3.071
1999-11-30,"euribor3kk",3.448
1999-11-30,"euribor6kk",3.472
1999-12-01,"euribor12kk",3.763
1999-12-01,"euribor1kk",3.512
1999-12-01,"euribor1vko",3.074
1999-12-01,"euribor3kk",3.45
1999-12-01,"euribor6kk",3.473
1999-12-02,"euribor12kk",3.766
1999-12-02,"euribor1kk",3.518
1999-12-02,"euribor1vko",3.076
1999-12-02,"euribor3kk",3.451
1999-12-02,"euribor6kk",3.475
1999-12-03,"euribor12kk",3.78
1999-12-03,"euribor1kk",3.521
1999-12-03,"euribor1vko",3.072
1999-12-03,"euribor3kk",3.454
1999-12-03,"euribor6kk",3.482
1999-12-06,"euribor12kk",3.777
1999-12-06,"euribor1kk",3.532
1999-12-06,"euribor1vko",3.075
1999-12-06,"euribor3kk",3.459
1999-12-06,"euribor6kk",3.484
1999-12-07,"euribor12kk",3.773
1999-12-07,"euribor1kk",3.542
1999-12-07,"euribor1vko",3.076
1999-12-07,"euribor3kk",3.461
1999-12-07,"euribor6kk",3.483
1999-12-08,"euribor12kk",3.774
1999-12-08,"euribor1kk",3.542
1999-12-08,"euribor1vko",3.06
1999-12-08,"euribor3kk",3.461
1999-12-08,"euribor6kk",3.484
1999-12-09,"euribor12kk",3.776
1999-12-09,"euribor1kk",3.546
1999-12-09,"euribor1vko",3.049
1999-12-09,"euribor3kk",3.461
1999-12-09,"euribor6kk",3.487
1999-12-10,"euribor12kk",3.773
1999-12-10,"euribor1kk",3.547
1999-12-10,"euribor1vko",3.033
1999-12-10,"euribor3kk",3.457
1999-12-10,"euribor6kk",3.487
1999-12-13,"euribor12kk",3.772
1999-12-13,"euribor1kk",3.547
1999-12-13,"euribor1vko",3.009
1999-12-13,"euribor3kk",3.455
1999-12-13,"euribor6kk",3.489
1999-12-14,"euribor12kk",3.784
1999-12-14,"euribor1kk",3.549
1999-12-14,"euribor1vko",3.001
1999-12-14,"euribor3kk",3.456
1999-12-14,"euribor6kk",3.491
1999-12-15,"euribor12kk",3.797
1999-12-15,"euribor1kk",3.551
1999-12-15,"euribor1vko",3.019
1999-12-15,"euribor3kk",3.456
1999-12-15,"euribor6kk",3.497
1999-12-16,"euribor12kk",3.814
1999-12-16,"euribor1kk",3.554
1999-12-16,"euribor1vko",3.046
1999-12-16,"euribor3kk",3.458
1999-12-16,"euribor6kk",3.504
1999-12-17,"euribor12kk",3.89
1999-12-17,"euribor1kk",3.563
1999-12-17,"euribor1vko",3.06
1999-12-17,"euribor3kk",3.465
1999-12-17,"euribor6kk",3.539
1999-12-20,"euribor12kk",3.891
1999-12-20,"euribor1kk",3.576
1999-12-20,"euribor1vko",3.031
1999-12-20,"euribor3kk",3.466
1999-12-20,"euribor6kk",3.543
1999-12-21,"euribor12kk",3.895
1999-12-21,"euribor1kk",3.564
1999-12-21,"euribor1vko",3.001
1999-12-21,"euribor3kk",3.466
1999-12-21,"euribor6kk",3.551
1999-12-22,"euribor12kk",3.885
1999-12-22,"euribor1kk",3.543
1999-12-22,"euribor1vko",3.767
1999-12-22,"euribor3kk",3.458
1999-12-22,"euribor6kk",3.551
1999-12-23,"euribor12kk",3.879
1999-12-23,"euribor1kk",3.538
1999-12-23,"euribor1vko",4.036
1999-12-23,"euribor3kk",3.447
1999-12-23,"euribor6kk",3.547
1999-12-24,"euribor12kk",3.879
1999-12-24,"euribor1kk",3.535
1999-12-24,"euribor1vko",4.047
1999-12-24,"euribor3kk",3.449
1999-12-24,"euribor6kk",3.548
1999-12-27,"euribor12kk",3.881
1999-12-27,"euribor1kk",3.538
1999-12-27,"euribor1vko",4.033
1999-12-27,"euribor3kk",3.45
1999-12-27,"euribor6kk",3.552
1999-12-28,"euribor12kk",3.881
1999-12-28,"euribor1kk",3.537
1999-12-28,"euribor1vko",4.099
1999-12-28,"euribor3kk",3.449
1999-12-28,"euribor6kk",3.554
1999-12-29,"euribor12kk",3.873
1999-12-29,"euribor1kk",3.18
1999-12-29,"euribor1vko",3.115
1999-12-29,"euribor3kk",3.345
1999-12-29,"euribor6kk",3.517
1999-12-30,"euribor12kk",3.876
1999-12-30,"euribor1kk",3.171
1999-12-30,"euribor1vko",3.119
1999-12-30,"euribor3kk",3.339
1999-12-30,"euribor6kk",3.519
1999-12-31,"euribor12kk",3.876
1999-12-31,"euribor1kk",3.171
1999-12-31,"euribor1vko",3.119
1999-12-31,"euribor3kk",3.339
1999-12-31,"euribor6kk",3.519
2000-01-03,"euribor12kk",3.885
2000-01-03,"euribor1kk",3.171
2000-01-03,"euribor1vko",3.1
2000-01-03,"euribor3kk",3.338
2000-01-03,"euribor6kk",3.523
2000-01-04,"euribor12kk",3.952
2000-01-04,"euribor1kk",3.159
2000-01-04,"euribor1vko",3.07
2000-01-04,"euribor3kk",3.343
2000-01-04,"euribor6kk",3.553
2000-01-05,"euribor12kk",3.955
2000-01-05,"euribor1kk",3.151
2000-01-05,"euribor1vko",3.055
2000-01-05,"euribor3kk",3.341
2000-01-05,"euribor6kk",3.55
2000-01-06,"euribor12kk",3.953
2000-01-06,"euribor1kk",3.131
2000-01-06,"euribor1vko",3.006
2000-01-06,"euribor3kk",3.331
2000-01-06,"euribor6kk",3.552
2000-01-07,"euribor12kk",3.941
2000-01-07,"euribor1kk",3.116
2000-01-07,"euribor1vko",2.998
2000-01-07,"euribor3kk",3.322
2000-01-07,"euribor6kk",3.546
2000-01-10,"euribor12kk",3.914
2000-01-10,"euribor1kk",3.114
2000-01-10,"euribor1vko",3.033
2000-01-10,"euribor3kk",3.317
2000-01-10,"euribor6kk",3.534
2000-01-11,"euribor12kk",3.913
2000-01-11,"euribor1kk",3.114
2000-01-11,"euribor1vko",3.038
2000-01-11,"euribor3kk",3.315
2000-01-11,"euribor6kk",3.532
2000-01-12,"euribor12kk",3.948
2000-01-12,"euribor1kk",3.128
2000-01-12,"euribor1vko",3.077
2000-01-12,"euribor3kk",3.322
2000-01-12,"euribor6kk",3.545
2000-01-13,"euribor12kk",3.946
2000-01-13,"euribor1kk",3.128
2000-01-13,"euribor1vko",3.068
2000-01-13,"euribor3kk",3.322
2000-01-13,"euribor6kk",3.544
2000-01-14,"euribor12kk",3.932
2000-01-14,"euribor1kk",3.125
2000-01-14,"euribor1vko",3.058
2000-01-14,"euribor3kk",3.321
2000-01-14,"euribor6kk",3.539
2000-01-17,"euribor12kk",3.921
2000-01-17,"euribor1kk",3.122
2000-01-17,"euribor1vko",3.049
2000-01-17,"euribor3kk",3.316
2000-01-17,"euribor6kk",3.529
2000-01-18,"euribor12kk",3.925
2000-01-18,"euribor1kk",3.12
2000-01-18,"euribor1vko",3.041
2000-01-18,"euribor3kk",3.313
2000-01-18,"euribor6kk",3.529
2000-01-19,"euribor12kk",3.939
2000-01-19,"euribor1kk",3.104
2000-01-19,"euribor1vko",2.97
2000-01-19,"euribor3kk",3.308
2000-01-19,"euribor6kk",3.531
2000-01-20,"euribor12kk",3.93
2000-01-20,"euribor1kk",3.12
2000-01-20,"euribor1vko",3.068
2000-01-20,"euribor3kk",3.31
2000-01-20,"euribor6kk",3.53
2000-01-21,"euribor12kk",3.921
2000-01-21,"euribor1kk",3.121
2000-01-21,"euribor1vko",3.07
2000-01-21,"euribor3kk",3.31
2000-01-21,"euribor6kk",3.527
2000-01-24,"euribor12kk",3.934
2000-01-24,"euribor1kk",3.126
2000-01-24,"euribor1vko",3.095
2000-01-24,"euribor3kk",3.317
2000-01-24,"euribor6kk",3.532
2000-01-25,"euribor12kk",3.935
2000-01-25,"euribor1kk",3.127
2000-01-25,"euribor1vko",3.097
2000-01-25,"euribor3kk",3.322
2000-01-25,"euribor6kk",3.538
2000-01-26,"euribor12kk",3.948
2000-01-26,"euribor1kk",3.131
2000-01-26,"euribor1vko",3.09
2000-01-26,"euribor3kk",3.332
2000-01-26,"euribor6kk",3.551
2000-01-27,"euribor12kk",4.017
2000-01-27,"euribor1kk",3.243
2000-01-27,"euribor1vko",3.135
2000-01-27,"euribor3kk",3.428
2000-01-27,"euribor6kk",3.635
2000-01-28,"euribor12kk",4.062
2000-01-28,"euribor1kk",3.298
2000-01-28,"euribor1vko",3.287
2000-01-28,"euribor3kk",3.486
2000-01-28,"euribor6kk",3.68
2000-01-31,"euribor12kk",4.068
2000-01-31,"euribor1kk",3.306
2000-01-31,"euribor1vko",3.298
2000-01-31,"euribor3kk",3.492
2000-01-31,"euribor6kk",3.682
2000-02-01,"euribor12kk",4.079
2000-02-01,"euribor1kk",3.313
2000-02-01,"euribor1vko",3.3
2000-02-01,"euribor3kk",3.496
2000-02-01,"euribor6kk",3.697
2000-02-02,"euribor12kk",4.064
2000-02-02,"euribor1kk",3.295
2000-02-02,"euribor1vko",3.235
2000-02-02,"euribor3kk",3.489
2000-02-02,"euribor6kk",3.686
2000-02-03,"euribor12kk",4.065
2000-02-03,"euribor1kk",3.302
2000-02-03,"euribor1vko",3.217
2000-02-03,"euribor3kk",3.498
2000-02-03,"euribor6kk",3.693
2000-02-04,"euribor12kk",4.049
2000-02-04,"euribor1kk",3.321
2000-02-04,"euribor1vko",3.294
2000-02-04,"euribor3kk",3.493
2000-02-04,"euribor6kk",3.691
2000-02-07,"euribor12kk",4.061
2000-02-07,"euribor1kk",3.325
2000-02-07,"euribor1vko",3.294
2000-02-07,"euribor3kk",3.496
2000-02-07,"euribor6kk",3.692
2000-02-08,"euribor12kk",4.08
2000-02-08,"euribor1kk",3.323
2000-02-08,"euribor1vko",3.293
2000-02-08,"euribor3kk",3.496
2000-02-08,"euribor6kk",3.695
2000-02-09,"euribor12kk",4.073
2000-02-09,"euribor1kk",3.322
2000-02-09,"euribor1vko",3.29
2000-02-09,"euribor3kk",3.492
2000-02-09,"euribor6kk",3.693
2000-02-10,"euribor12kk",4.076
2000-02-10,"euribor1kk",3.321
2000-02-10,"euribor1vko",3.287
2000-02-10,"euribor3kk",3.487
2000-02-10,"euribor6kk",3.693
2000-02-11,"euribor12kk",4.083
2000-02-11,"euribor1kk",3.321
2000-02-11,"euribor1vko",3.286
2000-02-11,"euribor3kk",3.491
2000-02-11,"euribor6kk",3.694
2000-02-14,"euribor12kk",4.083
2000-02-14,"euribor1kk",3.32
2000-02-14,"euribor1vko",3.282
2000-02-14,"euribor3kk",3.49
2000-02-14,"euribor6kk",3.693
2000-02-15,"euribor12kk",4.081
2000-02-15,"euribor1kk",3.319
2000-02-15,"euribor1vko",3.282
2000-02-15,"euribor3kk",3.487
2000-02-15,"euribor6kk",3.692
2000-02-16,"euribor12kk",4.086
2000-02-16,"euribor1kk",3.321
2000-02-16,"euribor1vko",3.279
2000-02-16,"euribor3kk",3.488
2000-02-16,"euribor6kk",3.696
